Object Number,Mnemonic,Classification,Artist,Alpha Sort,Title Sort,Date,Begin Date,Medium,Dimensions,Extended Medium,Credit Line
33.8,PC,Paintings,Konrad Cramer,Cramer Konrad,Landscape,1932,1932,"Oil, pencil, fabricated chalk, and ink on cardboard",Overall: 24 x 31 7/8in. (61 x 81 cm),"Oil, pencil, Conte crayon, and red, brown, and black ink on cardboard",Purchase
33.9,PC,Paintings,Francis Criss,Criss Francis,Astor Place,1932,1932,Oil on canvas,Overall (sight): 32 3/8 x 40 7/16in. (82.2 x 102.7 cm),,Purchase
33.1,PC,Paintings,John Steuart Curry,Curry John Steuart,The Flying Codonas,1932,1932,Tempera and oil on composition board,Overall: 35 15/16 x 29 15/16in. (91.3 x 76 cm),,Purchase
33.11,PC,Paintings,Nathaniel Dirk,Dirk Nathaniel,Promenade,-1932,1932,Oil and sand on linen,Overall: 60 1/8 x 34in. (152.7 x 86.4 cm),,Purchase
33.12,PC,Paintings,Ernest Fiene,Fiene Ernest,"Nocturne, 34th Street",1932,1932,Oil on canvas,Overall: 26 1/8 x 36 3/16in. (66.4 x 91.9 cm),,Purchase
33.14,PC,Paintings,Stefan Hirsch,Hirsch Stefan,Pic of Orizaba,1932,1932,Oil and pencil on linen,Overall: 29 5/8 x 49 1/8in. (75.2 x 124.8 cm),,Purchase
33.15,PC,Paintings,Gerrit Hondius,Hondius Gerrit,Circus Folks,-1932,1932,Oil on canvas,Overall: 53 1/2 x 34 1/4in. (135.9 x 87 cm),,Purchase
33.16,PC,Paintings,Earl Horter,Horter Earl,Gloucester,1932,1932,Oil on linen,Overall: 17 x 25in. (43.2 x 63.5 cm),,Purchase
33.17,PC,Paintings,Edward Laning,Laning Edward,Fourteenth Street,1931,1931,Tempera and oil on canvas,Overall: 30 x 40in. (76.2 x 101.6 cm),,Purchase
33.18,PC,Paintings,Henry Lee McFee,McFee Henry Lee,Negro Girl,-1931,1931,Oil on linen,Overall: 24 1/4 x 20 1/4in. (61.6 x 51.4 cm),,Purchase
33.19a-c,PC,Paintings,Ross Moffett,Moffett Ross,Provincetown Wharf,-1932,1932,Oil on canvas,Overall: 30 1/4 x 40 1/4in. (76.8 x 102.2 cm),,Purchase
33.2,PC,Paintings,Henry Varnum Poor,Poor Henry Varnum,Autumn Fruit,-1932,1932,Oil on canvas mounted on plywood,Overall: 17 15/16 x 26 5/8in. (45.6 x 67.6 cm),,Purchase
33.21,PC,Paintings,Paul Rohland,Rohland Paul,The Mansion,1931,1931,Oil on canvas,Overall: 27 1/16 x 34 1/8in. (68.7 x 86.7 cm),,Purchase
33.22,PC,Paintings,Charles Rosen,Rosen Charles,Car Shops,-1932,1932,Oil on canvas,Overall: 20 1/8 x 40 1/16in. (51.1 x 101.8 cm),,Purchase
33.23,PC,Paintings,Katherine Schmidt,Schmidt Katherine,The Snake,1932,1932,Oil on linen,Overall: 20 3/16 x 36 1/8in. (51.3 x 91.8 cm),,Purchase
33.25,PC,Paintings,Eugene Speicher,Speicher Eugene,Lucia,-1931,1931,Oil on linen,Overall: 23 1/8 x 28 1/4in. (58.7 x 71.8 cm),,Purchase
33.26,PC,Paintings,"Herman Trunk, Jr.",Trunk Jr. Herman,Mount Vernon,1932,1932,Oil on canvas,Overall: 34 1/4 x 46 1/16in. (87 x 117 cm),,Purchase
33.27,PC,Paintings,Arnold Wiltz,Wiltz Arnold,Reconstruction,1932,1932,Oil on canvas,Overall: 22 15/16 x 31 1/16in. (58.3 x 78.9 cm),,Purchase
33.28,PC,Paintings,Julius Bloch,Bloch Julius,The Lynching,-1932,1932,Oil on canvas,Overall: 19 1/8 x 12 3/16in. (48.6 x 31 cm),,Purchase
33.29,PC,Paintings,Georgia O'Keeffe,O'Keeffe Georgia,Single Lily with Red,1928,1928,Oil on wood,Overall: 12 x 6 5/16in. (30.5 x 16 cm),,Purchase
33.3,PC,Paintings,Man Ray,Man Ray,Woman Asleep,1913,1913,Oil on linen,Overall: 12 1/16 x 16in. (30.6 x 40.6 cm),,Purchase
33.31,PC,Paintings,Carl Anthony Tollefson,Tollefson Carl Anthony,The Fisherman's Family,n.d.,0,Oil on canvas mounted on cardboard,Overall: 12 1/8 x 11 3/8in. (30.8 x 28.9 cm),,Purchase
33.32,PC,Drawings,L. Jean Liberte,Liberte L. Jean,Mother Lore,(c. 1932),1927,Oil on paper mounted on two-ply board,"Sheet: 20 x 14 15/16in. (50.8 x 37.9 cm)
Mount (board): 20 1/8 x 15 3/16 x 1/8in. (51.1 x 38.6 x 0.3 cm)",,Purchase
33.33,PC,Paintings,John Carroll,Carroll John,Puppy,1932,1932,Oil on linen,Overall: 20 1/8 x 24 3/16in. (51.1 x 61.4 cm),,Purchase
33.34,PC,Paintings,Ben Benn,Benn Ben,Autumn Landscape,1929,1929,Oil on composition board,Overall: 16 x 20 3/16in. (40.6 x 51.3 cm),,Purchase
33.35,PC,Paintings,Allen Tucker,Tucker Allen,Washington Crossing the Delaware,-1931,1931,Oil on linen,Overall: 20 3/16 x 36 1/8in. (51.3 x 91.8 cm),,Purchase
33.36,PC,Paintings,Gus Mager,Mager Gus,Wrestlers,-1933,1933,Oil on linen,Overall: 29 5/8 x 49in. (75.2 x 124.5 cm),,Purchase
33.37,PC,Sculpture,William Bahnmuller,Bahnmuller William,Penguin,-1932,1932,Wood,Overall: 12 1/2in. (31.8 cm),,Purchase
33.39,PC,Drawings,Henry Lee McFee,McFee Henry Lee,Fruit and Crumpled Paper,-1931,1931,Graphite pencil on paper,Sheet (Irregular): 20 9/16 x 19in. (52.2 x 48.3 cm),,Purchase
33.4,PC,Paintings,George C. Ault,Ault George C.,Hudson Street,-1932,1932,Oil on linen,Overall: 24 3/16 x 20 x 13/16in. (61.4 x 50.8 x 2.1 cm),,Purchase
33.41,PC,Paintings,Bernard Karfiol,Karfiol Bernard,Fishing Village,(c. 1931),1931,Oil on canvas,Overall: 30 x 40 3/16in. (76.2 x 102.1 cm),,Purchase
33.42,PC,Drawings,Bernard Karfiol,Karfiol Bernard,Standing Figure,-1926,1926,Pen and brown ink on paper,Sheet (Irregular): 22 1/8 x 15 1/16in. (56.2 x 38.3 cm),,Purchase
33.43a-f,PC,Sculpture,Wharton Esherick,Esherick Wharton,Goslings,1927,1927,Boxwood on mahogany base,Overall: 13 7/8 x 20 1/4 x 3 3/4in. (35.2 x 51.4 x 9.5 cm),,Purchase
33.45,PC,Drawings,Thomas Donnelly,Donnelly Thomas,The Village,1932,1932,Watercolor on paper,Sheet: 8 1/8 x 15 1/2in. (20.6 x 39.4 cm),,Purchase
33.46,PC,Paintings,Clarence Holbrook Carter,Carter Clarence Holbrook,Immortal Water,1933,1933,Oil on canvas,Overall: 54 3/16 x 37 7/8in. (137.6 x 96.2 cm),,Purchase
33.47,PC,Drawings,Clarence Holbrook Carter,Carter Clarence Holbrook,"Julia Marlowe's House, Portsmouth, Ohio",1932,1932,Watercolor and graphite pencil on paper,Sheet: 20 x 15in. (50.8 x 38.1 cm),,Purchase
33.48,PC,Drawings,Stevan Dohanos,Dohanos Stevan,Pigeon Roost,-1933,1933,Watercolor and graphite pencil on paper,Sheet: 17 3/8 x 22 1/8in. (44.1 x 56.2 cm),,Purchase
33.49,PC,Drawings,Henry G. Keller,Keller Henry G.,"Bird Rock, California",-1925,1925,"Watercolor, brush and ink, and charcoal on paper",Sheet (Irregular): 28 1/8 x 20 1/2in. (71.4 x 52.1 cm),,Purchase
33.5,PC,Drawings,Hobson Pittman,Pittman Hobson,Near Bristol,-1932,1932,Watercolor and graphite pencil on paper,Sheet: 16 15/16 x 23 3/4in. (43 x 60.3 cm),,Purchase
33.51,PC,Paintings,Rosella Hartman,Hartman Rosella,Pheasant,1932,1932,Oil on composition board,Overall: 23 3/4 x 20in. (60.3 x 50.8 cm),,Purchase
33.53,PC,Sculpture,Richmond Barthé,Barthé Richmond,African Dancer,1933,1933,Plaster,Overall: 42 3/4 x 16 7/8 x 14 1/4in. (108.6 x 42.9 x 36.2 cm),,Purchase
33.54a-b,PC,Sculpture,Sonia Gordon Brown,Brown Sonia Gordon,Head of a Young Man,-1928,1928,Bronze,Overall: 19 1/2 x 7 x 9 1/4in. (49.5 x 17.8 x 23.5 cm),,Purchase
33.55a-b,PC,Sculpture,Jo Davidson,Davidson Jo,Female Torso,-1927,1927,Terra-cotta,"Overall: 21 13/16 x 9 1/4 x 7 3/8in. (55.4 x 23.5 x 18.7 cm)
Overall (with base): 28 7/16 x 10 1/4 x 8 5/8in. (72.2 x 26 x 21.9 cm)",,Purchase
33.56,PC,Sculpture,Eugenie Gershoy,Gershoy Eugenie,Lila,1933,1933,Cast stone,Overall: 15 3/4 x 57 1/2 x 26 5/16in. (40 x 146.1 x 66.8 cm),,Purchase
33.58,PC,Sculpture,Gaston Lachaise,Lachaise Gaston,Man Walking,1933,1933,Bronze on stone base,"Overall: 21 1/4 x 11 x 8 1/4in. (54 x 27.9 x 21 cm)
Overall (with base): 22 7/8 x 11 x 10in. (58.1 x 27.9 x 25.4 cm)",,Purchase
33.59,PC,Sculpture,Arthur Lee,Lee Arthur,Rhythm,(c. 1930),1930,Bronze,Overall: 73 1/4 x 24 1/2 x 17 7/8in. (186.1 x 62.2 x 45.4 cm),,Purchase
33.6,PC,Sculpture,Hélène Sardeau,Sardeau Hélène,Mother and Child,1933,1933,Walnut,Overall: 18 1/2 x 12 7/8 x 10 3/8in. (47 x 32.7 x 26.4 cm),,Purchase
33.61,PC,Sculpture,Warren Wheelock,Wheelock Warren,Eternal Mother,-1927,1927,Wood,Overall: 48 x 20 1/8 x 2 1/2in. (121.9 x 51.1 x 6.4 cm),,Purchase
33.62,PC,Drawings,George Biddle,Biddle George,In the Breakers,1933,1933,Watercolor and graphite pencil on paper,Sheet (Irregular): 20 x 16 3/4in. (50.8 x 42.5 cm),,Purchase
33.64,PC,Drawings,Charles Burchfield,Burchfield Charles,Ice Glare,1933,1933,"Watercolor, charcoal and graphite pencil on paper","Sheet: 31 1/2 x 25in. (80 x 63.5 cm)
Mount (board): 31 1/2 x 25 1/4in. (80 x 64.1 cm)",,Purchase
33.65,PC,Paintings,Francis Criss,Criss Francis,Pattern for Tracks,1933,1933,"Tempera, gesso, and crayon on composition board",Overall: 23 7/8 x 36in. (60.6 x 91.4 cm),"Egg tempera, gesso, and crayon composition board",Purchase
33.66,PC,Drawings,Stuart Edie,Edie Stuart,Composition,-1932,1932,Watercolor on paper,Sheet (Irregular): 8 7/8 x 12 9/16in. (22.5 x 31.9 cm),,Purchase
33.67,PC,Drawings,Eugene Higgins,Higgins Eugene,Destruction,-1932,1932,Watercolor on paper,Sheet (Irregular): 16 x 23in. (40.6 x 58.4 cm),,Purchase
33.71,PC,Drawings,Max Weber,Weber Max,Summer,1911,1911,Opaque watercolor and charcoal on paper on board,Sheet: 24 3/8 x 18 3/4 x 3/16in. (61.9 x 47.6 x 0.5 cm),,Purchase
33.72,PC,Drawings,John Whorf,Whorf John,Rainy Day,-1932,1932,"Watercolor, wax crayon, and charcoal on paper",Sheet (Irregular): 15 1/2 x 20 15/16in. (39.4 x 53.2 cm),,Purchase
33.73,PC,Drawings,William Gropper,Gropper William,Farmer's Revolt,-1933,1933,"Brush and ink, and fabricated chalk on paper",Sheet: 16 3/4 x 19 1/4in. (42.5 x 48.9 cm),"Brush and black ink, and black fabricated chalk on paper",Purchase
33.74,PC,Drawings,William Gropper,Gropper William,Finishers,-1933,1933,"Brush and ink, fabricated chalk and graphite pencil on paper",Sheet (Irregular): 16 9/16 x 19 1/2in. (42.1 x 49.5 cm),"Brush and black ink, black fabricated chalk and graphite pencil on paper",Purchase
33.75a-b,PC,Drawings,Charles Locke,Locke Charles,The Terrace,1933,1933,"Fabricated chalk, and brush and ink wash on board","Sheet: 13 3/16 x 20 3/4in. (33.5 x 52.7 cm)
Mount (board): 13 3/16 x 20 3/4 x 1/8in. (33.5 x 52.7 x 0.3 cm)","Black fabricated chalk, and brush and black ink wash on board",Purchase
33.76,PC,Drawings,Henry Lee McFee,McFee Henry Lee,House Tops,-1931,1931,Graphite pencil on paper,Sheet: 23 15/16 x 19in. (60.8 x 48.3 cm),,Purchase
33.77,PC,Drawings,William C. Palmer,Palmer William C.,Coon River,1933,1933,Pen and ink and brush and ink on paper,Sheet (Irregular): 17 3/4 x 22 1/4in. (45.1 x 56.5 cm),,Purchase
33.78,PC,Drawings,Charles Sheeler,Sheeler Charles,"Interior, Bucks County Barn",1932,1932,Charcoal on paper,Sheet: 19 9/16 x 23in. (49.7 x 58.4 cm),,Purchase
33.79.1,PC,Drawings,Grant Wood,Wood Grant,Dinner for Threshers (left section),1933,1933,"Graphite pencil, opaque watercolor, and colored pencil on paper",Sheet (Irregular): 24 1/8 x 33in. (61.3 x 83.8 cm),,Purchase
33.79.1-2,PC,Drawings,Grant Wood,Wood Grant,Dinner for Threshers (left and right section),1933,1933,"Graphite pencil, opaque watercolor, and colored pencil on paper",See individual records,,Purchase
33.79.2,PC,Drawings,Grant Wood,Wood Grant,Dinner for Threshers (right section),1933,1933,"Graphite pencil, opaque watercolor, and colored pencil on paper",Sheet (Irregular): 23 1/8 x 32 5/8in. (58.7 x 82.9 cm),,Purchase
33.82,PC,Prints,Peggy Bacon,Bacon Peggy,The Ogress,1933,1933,Drypoint,"Sheet (Irregular): 9 9/16 x 12 3/8in. (24.3 x 31.4 cm)
Plate: 3 x 5in. (7.6 x 12.7 cm)",,Purchase
33.83.1,PC,Prints,George Biddle,Biddle George,Tom Mooney,1933,1933,Lithograph,"Sheet: 15 7/8 x 11 1/4in. (40.3 x 28.6 cm)
Image (Irregular): 13 1/4 x 9in. (33.7 x 22.9 cm)",,Purchase
33.83.1-6,PC,Prints,Various artists,Various artists,"The American Scene No.1 ""A comment upon American life by America's leading artists""",(1933-1934),1933,See individual records. Portfolio of five lithographs.,See individual records,,Purchase
33.83.2,PC,Prints,Jacob Burck,Burck Jacob,The Lord Provides,1934,1934,Lithograph,"Sheet (Irregular): 16 x 11 5/16in. (40.6 x 28.7 cm)
Image: 12 x 9in. (30.5 x 22.9 cm)",,Purchase
33.83.3,PC,Prints,Adolf Dehn,Dehn Adolf,Easter Parade,1933,1933,Lithograph,"Sheet: 11 3/8 x 15 7/8in. (28.9 x 40.3 cm)
Image: 9 7/8 x 13 7/8in. (25.1 x 35.2 cm)",,Purchase
33.83.4,PC,Prints,George Grosz,Grosz George,The Hero,c. 1933,1928,Lithograph,"Sheet (Irregular): 15 13/16 x 11 7/16in. (40.2 x 29.1 cm)
Image: 12 5/8 x 8 3/4in. (32.1 x 22.2 cm)",,Purchase
33.83.5,PC,Prints,Reginald Marsh,Marsh Reginald,Union Square,1933,1933,Lithograph,"Sheet: 15 13/16 x 11 3/8in. (40.2 x 28.9 cm)
Image: 13 5/8 x 8 1/2in. (34.6 x 21.6 cm)",,Purchase
33.83.6,PC,Prints,Jose Clemente Orozco,Orozco Jose Clemente,Negroes,-1933,1933,Lithograph,"Sheet: 15 13/16 x 11 7/16in. (40.1 x 29.1 cm)
Image: 12 11/16 x 8 15/16in. (32.2 x 22.7 cm)",,Purchase
33.84,PC,Prints,Aaron Bohrod,Bohrod Aaron,Coal Dock,-1930,1930,Lithograph,"Sheet (Irregular): 12 1/2 x 15 7/8in. (31.8 x 40.3 cm)
Image: 9 1/16 x 12 1/2in. (23 x 31.8 cm)",,Purchase
33.85,PC,Prints,Aaron Bohrod,Bohrod Aaron,Construction,-1930,1930,Lithograph,"Sheet (Irregular): 12 1/8 x 17 1/2in. (30.8 x 44.5 cm)
Image: 9 1/8 x 14 1/8in. (23.2 x 35.9 cm)",,Purchase
33.86,PC,Prints,Childe Hassam,Hassam Childe,New York and the Hudson,1922,1922,Etching,"Sheet (Irregular): 12 1/8 x 17 3/8in. (30.8 x 44.1 cm)
Plate: 9 3/4 x 14 3/4in. (24.8 x 37.5 cm)",,Purchase
33.87,PC,Prints,Childe Hassam,Hassam Childe,New York Public Library,1917,1917,Etching,"Sheet (Irregular): 8 15/16 x 6 7/16in. (22.7 x 16.4 cm)
Plate: 6 7/16 x 5 1/2in. (16.4 x 14 cm)",,Purchase
33.88,PC,Prints,Ernest Fiene,Fiene Ernest,Madison Square Park,1932,1932,Etching,"Sheet (irregular): 15 3/8 x 11in. (39.1 x 27.9 cm)
Plate: 11 7/8 x 9 7/16in. (30.2 x 24 cm)",,Purchase
33.89,PC,Prints,John Carroll,Carroll John,Circus,-1928,1928,Lithograph with chine-collé,"Sheet (Irregular): 21 5/8 x 14in. (54.9 x 35.6 cm)
Image: 15 7/16 x 11 9/16in. (39.2 x 29.4 cm)",,Purchase
33.9,PC,Prints,Mabel Dwight,Dwight Mabel,Life Class,1931,1931,Lithograph,"Sheet (Irregular): 13 11/16 x 18 1/16in. (34.8 x 45.9 cm)
Image: 9 13/16 x 13 9/16in. (24.9 x 34.4 cm)",,Purchase
33.91,PC,Prints,Don Freeman,Freeman Don,"""Four to Go""",1933,1933,Lithograph,"Sheet (Irregular): 15 7/8 x 19 7/8in. (40.3 x 50.5 cm)
Image: 11 5/8 x 14in. (29.5 x 35.6 cm)",,Purchase
33.92,PC,Prints,Don Freeman,Freeman Don,"""Three to Make Ready""",1933,1933,Lithograph,"Sheet (Irregular): 15 5/16 x 20 1/16in. (38.9 x 51 cm)
Image: 11 5/8 x 13 13/16in. (29.5 x 35.1 cm)",,Purchase
33.93,PC,Prints,Albert Heckman,Heckman Albert,Bridge at Poughkeepsie,1933,1933,Lithograph,"Sheet (Irregular): 15 15/16 x 22 3/4in. (40.5 x 57.8 cm)
Image: 12 5/16 x 16 3/16in. (31.3 x 41.1 cm)",,Purchase
33.94,PC,Prints,Victoria Hutson Huntley,Huntley Victoria Hutson,Kopper's Coke,1932,1932,Lithograph,"Sheet (Irregular): 12 15/16 x 16 15/16in. (32.9 x 43 cm)
Image: 9 5/8 x 13 3/8in. (24.5 x 34 cm)",,Purchase
33.95,PC,Prints,Rockwell Kent,Kent Rockwell,Mala,-1933,1933,Lithograph,"Sheet: 16 1/2 x 13 1/4in. (41.9 x 33.7 cm)
Image: 11 5/16 x 9 7/8in. (28.7 x 25.1 cm)",,Purchase
33.96,PC,Prints,Reginald Marsh,Marsh Reginald,Iron Steamboat Company,1932,1932,Etching,"Sheet (Irregular): 11 5/8 x 16in. (29.5 x 40.6 cm)
Plate: 6 7/8 x 8 7/8in. (17.5 x 22.5 cm)",,Purchase
33.97,PC,Prints,David McCosh,McCosh David,Abandoned House,1931,1931,Lithograph,"Sheet: 12 9/16 x 18 7/8in. (31.9 x 47.9 cm)
Image: 11 1/8 x 14 5/8in. (28.3 x 37.1 cm)",,Purchase
33.98,PC,Prints,Robert Riggs,Riggs Robert,On the Ropes,-1931,1931,Lithograph,"Sheet (Irregular): 18 5/8 x 23 5/16in. (47.3 x 59.2 cm)
Image: 14 7/8 x 19 3/4in. (37.8 x 50.2 cm)",,Purchase
33.99,PC,Prints,Robert Riggs,Riggs Robert,Center Ring,-1933,1933,Lithograph,"Sheet (Irregular): 18 x 22 5/8in. (45.7 x 57.5 cm)
Image: 14 3/8 x 19 3/8in. (36.5 x 49.2 cm)",,Purchase
33.1,PC,Prints,Boardman Robinson,Robinson Boardman,"Midnight, Central City",1932,1932,Lithograph,"Sheet: 16 x 17 9/16in. (40.6 x 44.6 cm)
Image: 11 1/4 x 14 5/8in. (28.6 x 37.2 cm)",,Purchase
33.101,PC,Prints,Benton Murdoch Spruance,Spruance Benton Murdoch,Shells of the Living,-1933,1933,Lithograph,"Sheet (Irregular): 18 5/8 x 12 3/8in. (47.3 x 31.4 cm)
Image: 15 1/2 x 7 1/2in. (39.4 x 19.1 cm)",,Purchase
33.102,PC,Prints,Stow Wengenroth,Wengenroth Stow,City Streets,-1933,1933,Lithograph,"Sheet (Irregular): 17 3/4 x 13 11/16in. (45.1 x 34.8 cm)
Image: 12 1/2 x 9 11/16in. (31.8 x 24.6 cm)",,Purchase
33.103,PC,Prints,Adolf Dehn,Dehn Adolf,Sunset at Menemsha,1933,1933,Lithograph,"Sheet: 11 5/16 x 15 7/8in. (28.7 x 40.3 cm)
Image: 9 3/8 x 13 3/4in. (23.8 x 34.9 cm)",,Purchase
33.104,PC,Prints,Harry Wickey,Wickey Harry,Storm King in Winter,1933,1933,Etching,"Sheet (Irregular): 10 3/16 x 13 1/8in. (25.9 x 33.3 cm)
Plate: 8 15/16 x 11 7/8in. (22.7 x 30.2 cm)",,Purchase
34.1,PC,Drawings,Louis Ribak,Ribak Louis,Untimely Clouds,1933,1933,Opaque watercolor on board,Sheet: 17 1/16 x 22 1/8in. (43.3 x 56.2 cm),,Purchase
34.3,PC,Paintings,Henry Mattson,Mattson Henry,Marine,-1933,1933,Oil and watercolor on canvas,Overall: 25 3/16 x 30 1/8in. (64 x 76.5 cm),,Purchase
34.4,PC,Paintings,Edward Bruce,Bruce Edward,Industry,-1932,1932,Oil on canvas,Overall: 28 1/8 x 36 1/8in. (71.4 x 91.8 cm),,Exchange
34.8,PC,Drawings,Morris Kantor,Kantor Morris,Still Life,-1932,1932,"Fabricated chalk, and graphite pencil on paper",Sheet: 17 5/16 x 23 1/16in. (44 x 58.6 cm),"Red and black fabricated chalk, and graphite pencil on paper",Purchase
34.9,PC,Drawings,Leon Kroll,Kroll Leon,Head,-1934,1934,Charcoal on board,Sheet: 18 x 11 7/8in. (45.7 x 30.2 cm),,Purchase
34.1,PC,Paintings,Emlen Etting,Etting Emlen,Lemons,-1934,1934,Oil on wood,Overall: 11 x 16in. (27.9 x 40.6 cm),,Purchase
34.11,PC,Paintings,Isabel Bishop,Bishop Isabel,Nude,-1934,1934,Oil on composition board,Overall: 33 x 40in. (83.8 x 101.6 cm),,Purchase
34.12,PC,Paintings,Arnold Blanch,Blanch Arnold,Girl Daydreaming,1934,1934,Oil on linen,Overall: 50 1/8 x 36 1/16in. (127.3 x 91.6 cm),,Purchase
34.13,PC,Paintings,Aaron Bohrod,Bohrod Aaron,Landscape Near Chicago,1934,1934,Oil on composition board,Overall: 24 1/4 x 32 1/4in. (61.6 x 81.9 cm),,Purchase
34.14,PC,Paintings,Louis Bouché,Bouché Louis,"Bantham, Devonshire",1933,1933,Oil on linen,Overall: 30 3/16 x 33in. (76.7 x 83.8 cm),,Purchase
34.15,PC,Paintings,Alexander Brook,Brook Alexander,The Sentinels,-1934,1934,Oil on canvas,Overall: 32 1/4 x 48 1/8in. (81.9 x 122.2 cm),,Purchase
34.16,PC,Paintings,Morris Kantor,Kantor Morris,Skyrocket,1933,1933,Oil on linen,Overall: 28 x 24 1/16in. (71.1 x 61.1 cm),,Purchase
34.17,PC,Paintings,Leon Kroll,Kroll Leon,A Road Through Willows,-1933,1933,Oil on linen,Overall: 26 x 42in. (66 x 106.7 cm),,Purchase
34.18,PC,Paintings,Ernest Lawson,Lawson Ernest,High Bridge,-1934,1934,Oil on canvas,Overall: 30 1/8 x 40 1/16in. (76.5 x 101.8 cm),,Purchase
34.19,PC,Paintings,Henry Mattson,Mattson Henry,Moonlit Landscape,-1934,1934,Oil on linen,Overall: 25 1/8 x 30 1/16in. (63.8 x 76.4 cm),,Purchase
34.2,PC,Paintings,Austin Mecklem,Mecklem Austin,Tompkins' Cove,1934,1934,Oil on linen,Overall: 24 1/8 x 34 1/8in. (61.3 x 86.7 cm),,Purchase
34.22,PC,Paintings,William C. Palmer,Palmer William C.,"Dust, Drought and Destruction",1934,1934,Tempera and oil on composition board,Overall: 24 x 30 1/8in. (61 x 76.5 cm),Egg tempera and oil on composition board,Purchase
34.23,PC,Paintings,Waldo Peirce,Peirce Waldo,After the Show,1933,1933,Oil on linen,Overall: 32 1/8 x 46 1/16in. (81.6 x 117 cm),,Purchase
34.24,PC,Paintings,Theodore Roszak,Roszak Theodore,Fisherman's Bride,-1934,1934,Oil on canvas,Overall: 29 1/16 x 27 1/8in. (73.8 x 68.9 cm),,Purchase
34.25,PC,Paintings,Henry Lee McFee,McFee Henry Lee,"Still Life, Oranges",1934,1934,Oil on canvas,Overall: 40 1/8 x 30 1/8in. (101.9 x 76.5 cm),,Purchase
34.26,PC,Paintings,Franklin C. Watkins,Watkins Franklin C.,Soliloquy,-1932,1932,Oil on linen,Overall: 25 1/4 x 30 1/4in. (64.1 x 76.8 cm),,Purchase
34.27,PC,Paintings,Max Weber,Weber Max,Gaillardias,-1933,1933,Oil on linen,Overall: 38 1/4 x 17 3/16in. (97.2 x 43.7 cm),,Purchase
34.28,PC,Paintings,Eugene Speicher,Speicher Eugene,Murray Bay Landscape,-1933,1933,Oil on canvas,Overall: 27 1/8 x 35 1/8in. (68.9 x 89.2 cm),,Purchase
34.29,PC,Drawings,Eugene Speicher,Speicher Eugene,Plate of Fruit,-1928,1928,Graphite pencil on paper,Sheet: 10 3/8 x 14 9/16in. (26.4 x 37 cm),,Purchase
34.3,PC,Paintings,Adolphe Borie,Borie Adolphe,The Black Hat,-1924,1924,Oil on linen,Overall: 29 x 23 11/16in. (73.7 x 60.2 cm),,Purchase
34.31,PC,Sculpture,Jo Davidson,Davidson Jo,Dr. Albert Einstein,-1934,1934,Bronze,"Overall: 13 5/8 x 10 3/8 x 10 1/4in. (34.6 x 26.4 x 26 cm)
Overall (with base): 20 1/2 x 10 3/8 x 10 1/4in. (52.1 x 26.4 x 26 cm)",,Purchase
34.32,PC,Prints,Peggy Bacon,Bacon Peggy,Fat,1926,1926,Drypoint,"Sheet (Irregular): 12 9/16 x 9 9/16in. (31.9 x 24.3 cm)
Plate: 6 1/2 x 5 1/2in. (16.5 x 14 cm)",,Purchase
34.33,PC,Prints,Peggy Bacon,Bacon Peggy,Foiled Again,1925,1925,Drypoint,"Sheet: 10 1/8 x 8 3/8in. (25.7 x 21.3 cm)
Plate: 6 15/16 x 5in. (17.6 x 12.7 cm)",,Purchase
34.34,PC,Prints,Isabel Bishop,Bishop Isabel,On the Street,-1931,1931,Etching,"Sheet (Irregular): 7 1/8 x 14 15/16in. (18.1 x 37.9 cm)
Plate: 4 15/16 x 10 13/16in. (12.5 x 27.5 cm)",,Purchase
34.35,PC,Prints,Julius Bloch,Bloch Julius,Prisoner,-1934,1934,Lithograph,"Sheet: 17 1/2 x 13 13/16in. (44.5 x 35.1 cm)
Image: 13 1/2 x 10in. (34.3 x 25.4 cm)",,Purchase
34.37.1,PC,Prints,Thomas Hart Benton,Benton Thomas Hart,Mine Strike,-1933,1933,Lithograph,"Sheet: 11 1/2 x 16in. (29.2 x 40.6 cm)
Image: 9 7/8 x 10 3/4in. (25.1 x 27.3 cm)",,Purchase
34.37.1-6,PC,Prints,Various artists,Various artists,The American Scene - Series 2,(1933-1934),1933,See individual records. Portfolio of six lithographs.,See individual records,,Purchase
34.37.2,PC,Prints,John Steuart Curry,Curry John Steuart,Manhunt,1934,1934,Lithograph,"Sheet: 11 5/8 x 15 7/8in. (29.5 x 40.3 cm)
Image: 9 3/4 x 12 7/8in. (24.8 x 32.7 cm)",,Purchase
34.37.3,PC,Prints,William Gropper,Gropper William,Sweatshop,-1934,1934,Lithograph,"Sheet: 11 7/16 x 15 7/8in. (29.1 x 40.3 cm)
Image: 9 1/2 x 12in. (24.1 x 30.5 cm)",,Purchase
34.37.4,PC,Prints,Russell Limbach,Limbach Russell,Reviewing Stand,-1934,1934,Lithograph,"Sheet: 11 1/2 x 16in. (29.2 x 40.6 cm)
Image: 9 7/8 x 14 1/4in. (25.1 x 36.2 cm)",,Purchase
34.37.5,PC,Prints,Charles Locke,Locke Charles,City Wharves,-1934,1934,Lithograph,"Sheet (Irregular): 11 5/16 x 16 1/16in. (28.7 x 40.8 cm)
Image: 8 1/4 x 11 3/8in. (21 x 28.9 cm)",,Purchase
